"ncm","class","sub"
"3925",Artigos De Construções,"Artigos para apetrechamento de construções, de plástico, não especificados nem compreendidos noutras posições."
"7313",Arame farpado,"Arame farpado, de ferro ou aço, arames ou tiras, retorcidos, mesmo farpados, de ferro ou aço, do tipo utilizado em cercas"
"8601",Locomotivas E Locotratores,"Locomotivas e locotratores, de fonte externa de eletricidade ou de acumuladores elétricos."
"3103",Adubos Fosfatados,"Adubos (fertilizantes) minerais ou químicos, fosfatados."
"6504",Chapéus,"Chapéus e outros artigos de uso semelhante, entrançados ou obtidos por reunião de tiras, de qualquer matéria, mesmo guarnecidos."
"4811",Papel Decorado,"Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10."
"8437",Máquinas Tratar Grãos,"Máquinas para limpeza, seleção ou peneiração de grãos ou de produtos hortícolas secos, máquinas e aparelhos para a indústria de moagem ou tratamento de cereais ou de produtos hortícolas secos, exceto do tipo utilizado em fazendas."
"0403",Iogurte E Similares,"Iogurte, leitelho, leite e creme de leite (nata) coalhados, quefir e outros leites e cremes de leite (natas) fermentados ou acidificados, mesmo concentrados ou adicionados de açúcar ou de outros edulcorantes, ou aromatizados ou adicionados de fruta ou de cacau."
"8547",Peças Isolantes ,"Peças isolantes inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas, exceto os isoladores da posição 85.46, tubos isoladores e suas peças de ligação, de metais comuns, isolados interiormente."
"8205",Outras Ferramentas Manuais,"Ferramentas manuais (incluindo os corta-vidros (diamantes de vidraceiro)) não especificadas nem compreendidas noutras posições, lâmpadas ou lamparinas de soldar (maçaricos) e semelhantes, tornos de apertar, sargentos e semelhantes, exceto os acessórios ou partes de máquinas-ferramentas ou de máquinas de corte a jato de água, bigornas, forjas portáteis, mós com armação, manuais ou de pedal."
"8446",Teares Para Tecidos,Teares para tecidos.
"2522",Cal,"Cal viva, cal apagada e cal hidráulica, com exclusão do óxido e do hidróxido de cálcio da posição 28.25."
"7507",Tubos De Níquel,"Tubos e seus acessórios (por exemplo, uniões, cotovelos, luvas (mangas*)), de níquel."
"3808",Inseticida,"Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma de artigos, tais como fitas, mechas e velas sulfuradas e papel mata-moscas."
"2921",Compostos De Função Amina,Compostos de função amina.
"7415",Tachas E Pregos Cobre,"Tachas, pregos, percevejos, escápulas (pregos para tacos) e artigos semelhantes, de cobre ou de ferro ou aço com cabeça de cobre, parafusos, pinos ou pernos, roscados, porcas, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, arruelas (anilhas) (incluindo as de pressão), e artigos semelhantes, de cobre."
"9608",Canetas,"Canetas esferográficas, canetas e marcadores, com ponta de feltro ou com outras pontas porosas, canetas-tinteiro (canetas de tinta permanente*) e outras canetas, estiletes para duplicadores, lapiseiras, canetas porta-penas, porta-lápis e artigos semelhantes, suas partes (incluindo as tampas e prendedores), exceto os artigos da posição 96.09."
"0808",Maças E Peras,"Maçãs, peras e marmelos, frescos."
"8434",Ordenhaeiras,Máquinas de ordenhar e máquinas e aparelhos para a indústria de laticínios.
"5301",Linho,"Linho em bruto ou trabalhado, mas não fiado, estopas e desperdícios de linho (incluindo os desperdícios de fios e os fiapos)."
"3823",Ácidos Graxos,"Ácidos graxos (gordos) monocarboxílicos industriais, óleos ácidos de refinação, álcoois graxos (gordos) industriais."
"2811",Outros Ácidos Inorgânicos,Outros ácidos inorgânicos e outros compostos oxigenados inorgânicos dos elementos não metálicos.
"8544",Condutores Isolados Para Usos Elétricos,"Fios, cabos (incluindo os cabos coaxiais) e outros condutores, isolados para usos elétricos (incluindo os envernizados ou oxidados anodicamente), mesmo com peças de conexão, cabos de fibras ópticas, constituídos por fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão."
"3401",Sabões E Similares,"Sabões, produtos e preparações orgânicos tensoativos utilizados como sabão, em barras, pães, pedaços ou figuras moldadas, mesmo que contenham sabão, produtos e preparações orgânicos tensoativos para lavagem da pele, sob a forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão, papel, pastas (ouates), feltros e falsos tecidos (tecidos não tecidos), impregnados, revestidos ou recobertos de sabão ou de detergentes."
"8536",Aparelhos Para Circuitos Elétricos,"Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, supressores de picos de tensão (eliminadores de onda), plugues (fichas*) e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000 V, conectores para fibras ópticas, feixes ou cabos de fibras ópticas."
"2833","Sulfatos, Alumes E Similares","Sulfatos, alumes, peroxossulfatos (persulfatos)."
"3803",Tall Oi,"Tall oil, mesmo refinado."
"8476",Máquinas Automáticas De Venda De Produtos,"Máquinas automáticas de venda de produtos (por exemplo, selos, cigarros, alimentos ou bebidas), incluindo as máquinas de trocar dinheiro."
"4412",Painéis De Fibras,"Madeira compensada (contraplacada), madeira folheada, e madeiras estratificadas semelhantes."
"9703",Escultura,"Produções originais de arte estatuária ou de escultura, de quaisquer matérias."
"9606",Botões,"Botões, incluindo os de pressão, formas e outras partes, de botões ou de botões de pressão, esboços de botões."
"1007",Sorgo,Sorgo de grão.
"1501",Gordura Porco E Ave,"Gorduras de porco (incluindo a banha) e gorduras de aves, exceto as das posições 02.09 ou 15.03."
"3819",Fluidos para freios hidráulico,"Fluidos para freios (travões) hidráulicos e outros líquidos preparados para transmissões hidráulicas, que não contenham óleos de petróleo nem de minerais betuminosos, ou que os contenham em proporção inferior a 70 %, em peso.  "
"8807",Partes De Aparelhos De Carro,"Partes dos aparelhos das posições 88.01, 88.02 ou 88.06."
"0711",Produtos Hortícolas Conservados Transitoriamente,"Produtos hortícolas conservados transitoriamente, mas impróprios para alimentação nesse estado."
"2909",Éteres,"Éteres, éteres-álcoois, éteres-fenóis, éteres-álcoois-fenóis, peróxidos de álcoois, peróxidos de éteres, peróxidos de acetais e de hemiacetais, peróxidos de cetonas (de constituição química definida ou não), e seus derivados halogenados, sulfonados, nitrados ou nitrosados."
"3805",Essências De Terebina,"Essências de terebintina, de pinheiro ou provenientes da fabricação da pasta de papel ao sulfato e outras essências terpênicas provenientes da destilação ou de outros tratamentos das madeiras de coníferas, dipenteno em bruto, essência proveniente da fabricação da pasta de papel ao bissulfito e outros paracimenos em bruto, óleo de pinho que contenha alfa-terpineol como constituinte principal."
"4010",Correias Transportadoras,"Correias transportadoras ou de transmissão, de borracha vulcanizada."
"2919",Ésteres Fosfóricos,"Ésteres fosfóricos e seus sais, incluindo os lactofosfatos, seus derivados halogenados, sulfonados, nitrados ou nitrosados."
"3909","Resinas Amínicas,","Resinas amínicas, resinas fenólicas e poliuretanos, em formas primárias."
"8713",Veículos Para Pessoas Com Incapacidade,"Cadeiras de rodas e outros veículos para pessoas com incapacidade, mesmo com motor ou outro mecanismo de propulsão."
"6809",Obras De Gesso,Obras de gesso ou de composições à base de gesso.
"7606",Chapas De Alumínio,"Chapas e tiras, de alumínio, de espessura superior a 0,2 mm."
"7413",Cabos de cobre,"Cordas, cabos, tranças (entrançados*) e artigos semelhantes, de cobre, não isolados para usos elétricos."
"8303",Artigos de segurança de metal,"Cofres-fortes, portas blindadas e compartimentos para casas-fortes, cofres e caixas de segurança e artigos semelhantes, de metais comuns.  "
"7015",Vidros De Relojoaria,"Vidros de relojoaria e vidros semelhantes, vidros para lentes, mesmo corretivas, curvos ou arqueados, ocos ou semelhantes, não trabalhados opticamente, esferas ocas e segmentos de esferas, de vidro, para fabricação desses vidros."
"2704",Coques E Semicoques,"Coques e semicoques, de hulha, de linhita ou de turfa, mesmo aglomerados, carvão de retorta."
"7101",Pérolas,"Pérolas naturais ou cultivadas, mesmo trabalhadas ou combinadas, mas não enfiadas, nem montadas, nem engastadas, pérolas naturais ou cultivadas, enfiadas temporariamente para facilidade de transporte."
"8472",Outras Máquinas De Escritório,"Outras máquinas e aparelhos de escritório (por exemplo, duplicadores hectográficos ou a estêncil, máquinas para imprimir endereços, distribuidores automáticos de notas (papéis-moeda), máquinas para selecionar, contar ou empacotar moedas, máquinas apontadoras de lápis (apara-lápis), perfuradores ou grampeadores (agrafadores*))."
"8528",Monitores E Projetores,"Monitores e projetores, que não incorporem aparelho receptor de televisão, aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou de reprodução de som ou de imagens."
"0202",Carnes De Bovinos Congeladas,"Carnes de animais da espécie bovina, congeladas."
"3207",Pigmento,"Pigmentos, opacificantes e cores preparados, composições vitrificáveis, engobos, polimentos (esmaltes metálicos*) líquidos e preparações semelhantes, do tipo utilizado nas indústrias da cerâmica, do esmalte e do vidro, fritas de vidro e outros vidros, em pó, em grânulos, em lamelas ou em flocos."
"9015",Aparelhos De Geodésia,"Instrumentos e aparelhos de geodésia, topografia, agrimensura, nivelamento, fotogrametria, hidrografia, oceanografia, hidrologia, meteorologia ou de geofísica, exceto bússolas, telêmetros."
"5503",Fibras Sintéticas,"Fibras sintéticas descontínuas, não cardadas, não penteadas nem transformadas de outro modo para fiação."
"2927",Compostos Diazoicos E Outros,"Compostos diazoicos, azoicos ou azóxicos."
"5703",Tapetes,"Tapetes e outros revestimentos para pisos (pavimentos), de matérias têxteis (incluindo a grama (relva)), tufados, mesmo confeccionados."
"8714",Partes E Acessórios Dos Veículos,Partes e acessórios dos veículos das posições 87.11 a 87.13.
"8206",Ferramentas para venda a retalho,"Ferramentas de pelo menos duas das posições 82.02 a 82.05, acondicionadas em sortidos para venda a retalho.  "
"5211",Tecidos De Algodão,"Tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, de peso superior a 200 g/m2."
"5105",Lã ,"Lã, pelos finos ou grosseiros, cardados ou penteados (incluindo a lã penteada a granel)."
"2929",Compostos Nitrogenadas,Compostos de outras funções nitrogenadas (azotadas).
"3921",Outras Chapas De Plástico,"Outras chapas, folhas, películas, tiras e lâminas, de plástico."
"7003",Vidro Vazado Ou Laminado,"Vidro vazado ou laminado, em chapas, folhas ou perfis, mesmo com camada absorvente, refletora ou não, mas não trabalhado de outro modo."
"1001",Trigo,Trigo e mistura de trigo com centeio (méteil).
"8705",Veículos Automóveis Para Usos Especiais,"Veículos automóveis para usos especiais (por exemplo, autossocorros, caminhões-guindastes, veículos de combate a incêndio, caminhões-betoneiras, veículos para varrer, veículos para espalhar, veículos oficinas, veículos radiológicos), exceto os concebidos principalmente para transporte de pessoas ou de mercadorias."
"9111",Caixas De Relógio,"Caixas de relógios das posições 91.01 ou 91.02, e suas partes."
"2831",Ditionitos E Sulfoxilatos,Ditionitos e sulfoxilatos.
"8506",Pilhas ,"Pilhas e baterias de pilhas, elétricas."
"9102",Relógio Pulso,"Relógios de pulso, relógios de bolso e relógios semelhantes (incluindo os contadores de tempo dos mesmos tipos), exceto os da posição 91.01."
"9004",Óculos Para Correção,"Óculos para correção, proteção ou outros fins, e artigos semelhantes."
"8478",Máquina Para Tratar Tabaco,"Máquinas e aparelhos para preparar ou transformar tabaco, não especificados nem compreendidos noutras posições deste Capítulo."
